age,km,hp_kw,gears,weight_kg,displacement_cc,previous_owners,inspection_new,body_type_Compact,body_type_Coupe,body_type_Sedans,body_type_Station wagon,body_type_Transporter,body_type_Van,upholstery_type_Cloth,upholstery_type_Part/Full Leather,gearing_type_Automatic,gearing_type_Manual,gearing_type_Semi-automatic,fuel_Benzine,fuel_Diesel,fuel_Electric,fuel_LPG/CNG,make_Audi,make_Opel,make_Renault,model_A1,model_A3,model_Astra,model_Clio,model_Corsa,model_Espace,model_Insignia
0.0,10.0,110.0,7.0,1365.0,1498.0,1.0,0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,4999.0,85.0,7.0,1365.0,999.0,1.0,1,False,False,False,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,110.0,7.0,1345.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,0.0,85.0,7.0,1285.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,4999.0,85.0,7.0,1360.0,999.0,1.0,1,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,110.0,7.0,1345.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1430.0,1584.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,6515.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5800.0,110.0,7.0,1360.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5.0,110.0,7.0,1325.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,20.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,15500.0,85.0,7.0,1760.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5000.0,85.0,7.0,1845.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,110.0,7.0,1395.0,1968.0,1.0,0,True,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,3400.0,85.0,7.0,1360.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,45.0,110.0,7.0,1440.0,1968.0,1.0,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,110.0,7.0,1440.0,1968.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1370.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1200.0,85.0,7.0,1360.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,110.0,7.0,1315.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1360.0,1498.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5300.0,85.0,7.0,1360.0,999.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,9001.0,110.0,7.0,1335.0,1395.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,110.0,7.0,1365.0,1498.0,1.0,0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1360.0,1498.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,20.0,110.0,7.0,1360.0,1498.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,13000.0,110.0,7.0,1360.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,11000.0,110.0,7.0,1360.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5000.0,85.0,7.0,1255.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5000.0,85.0,7.0,1280.0,999.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5000.0,85.0,7.0,1360.0,1598.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,7100.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,7100.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,20.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,35.0,110.0,7.0,1440.0,1968.0,1.0,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,20.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,3250.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,20.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,34.0,110.0,7.0,1440.0,1968.0,1.0,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,100.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,100.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,4054.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,7.0,85.0,6.0,1490.0,1600.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,82.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,110.0,7.0,1365.0,1498.0,1.0,0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,8500.0,110.0,7.0,1360.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1255.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,25.0,85.0,7.0,1310.0,1598.0,1.0,0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1365.0,1498.0,0.0,0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,999.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,25.0,85.0,7.0,1215.0,999.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,25.0,85.0,7.0,1215.0,999.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,45.0,110.0,7.0,1440.0,1968.0,0.0,0,False,False,False,True,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1360.0,1498.0,0.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1360.0,1968.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,110.0,7.0,1415.0,1968.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,999.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,85.0,7.0,1360.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1760.0,999.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,85.0,7.0,1360.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1370.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5800.0,85.0,7.0,1360.0,1598.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5000.0,85.0,7.0,1790.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,30.0,85.0,7.0,1360.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,110.0,7.0,1365.0,1498.0,1.0,0,False,False,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,100.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,100.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1650.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,100.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,100.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,15.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,30.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,9000.0,85.0,7.0,1280.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5500.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1310.0,1600.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1280.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,110.0,7.0,1345.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1280.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1280.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,15.0,110.0,7.0,1360.0,1498.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,183.0,85.0,7.0,1845.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1280.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,300.0,110.0,7.0,1315.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,60.0,96.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
0.0,6600.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,300.0,85.0,7.0,1275.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,6.0,1255.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,11.0,85.0,7.0,1845.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,96.0,7.0,1280.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
0.0,6600.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5000.0,85.0,7.0,1790.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,18000.0,85.0,7.0,1360.0,999.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,19000.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
0.0,5000.0,85.0,7.0,1360.0,999.0,1.0,1,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,100.0,85.0,7.0,1280.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,3000.0,110.0,7.0,1360.0,1498.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,50.0,85.0,7.0,1790.0,999.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.0,1647.3626086956522,96.0,7.0,1275.0,999.0,0.0,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,False,True,False,False,False,False,False
0.0,10.0,85.0,7.0,1360.0,1598.0,1.0,0,False,False,True,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False
